590,28,185,18
725,7,186,52
587,40,195,45
431,19,198,13
235,31,201,6
127,14,210,13
202,38,212,39
552,19,213,37
151,31,214,14
375,7,216,24
584,30,218,38
204,21,226,32
644,39,227,43
333,6,228,30
236,10,231,31
564,43,233,6
583,9,234,31
670,35,237,0
167,14,238,38
459,24,240,33
560,0,241,54
82,38,244,22
419,28,246,3
113,17,249,36
400,40,251,21
607,69,252,14
305,31,253,26
250,0,254,69
158,9,257,29
494,7,262,38
63,3,265,42
157,30,267,28
42,23,269,55
292,24,270,30
421,44,274,3
493,23,275,33
546,27,278,21
569,3,283,47
439,3,284,52
686,13,286,50
623,31,288,22
91,25,291,41
389,21,293,45
474,25,294,20
155,51,295,21
676,9,296,14
430,7,300,80
152,13,301,30
486,29,306,36
528,6,307,55
189,20,311,17
585,44,313,35
166,59,314,0
562,17,317,21
205,21,319,14
475,38,326,35
56,20,327,34
136,38,329,14
635,6,330,44
422,23,334,21
690,34,335,9
331,23,339,13
355,17,343,63
200,28,347,27
280,52,348,49
74,45,350,10
588,21,351,38
668,45,353,14
620,24,354,27
99,23,358,30
545,35,360,28
627,33,361,39
175,34,365,21
87,26,366,10
363,20,369,7
492,0,371,56
277,13,372,52
88,33,376,42
626,3,380,33
542,17,382,35
25,20,387,24
217,3,388,70
266,3,390,63
700,7,392,33
746,21,393,22
7,0,394,55
65,0,396,26
682,40,409,6
514,16,411,28
573,21,412,20
48,14,416,62
600,31,423,41
318,35,429,50
273,51,432,24
501,0,433,62
39,21,437,10
222,16,443,52
229,10,444,43
381,29,445,34
221,42,454,28
596,0,460,62
21,13,468,41
544,34,469,21
537,27,472,56
729,22,477,21
614,28,478,21
38,0,479,14
710,28,481,3
524,31,482,17
123,17,484,44
78,10,490,77
638,56,491,54
541,7,495,61
599,58,498,14
660,28,499,53
312,13,507,33
206,10,509,42
688,7,512,28
118,26,516,43
332,10,519,17
323,29,521,31
192,24,522,45
130,0,527,73
742,21,529,35
464,35,533,21
357,27,536,21
285,14,538,13
732,38,550,30
485,21,555,59
731,0,557,27
448,0,558,31
338,35,563,6
695,12,565,27
342,16,568,31
449,28,572,31
744,41,578,64
647,20,579,56
261,26,592,3
149,35,594,16
497,10,601,52
608,7,602,49
197,31,603,30
672,37,606,14
598,35,611,42
551,18,615,14
577,41,624,59
33,0,630,44
661,24,634,31
190,44,636,20
613,17,639,69
619,6,640,27
8,13,641,26
753,21,651,55
526,27,652,34
43,17,653,57
397,31,654,19
559,10,657,45
453,22,666,38
609,42,667,6
302,14,669,33
570,30,673,45
450,3,674,51
10,7,684,16
531,37,689,20
337,13,691,36
321,14,692,12
649,0,699,42
675,21,701,27
756,20,703,58
540,13,705,48
196,45,707,42
440,17,712,16
107,3,720,23
414,11,723,26
208,30,724,20
263,31,726,35
142,34,733,14
255,35,735,6
271,0,736,40
59,7,737,26
112,50,739,49
539,19,740,14
16,13,745,43
304,28,749,38
664,20,751,17
322,14,752,16
98,0,754,34
473,34,758,40
310,7,128,26
225,21,398,34
199,12,457,20
259,21,496,54
637,25,517,29
483,47,633,50
410,34,220,45
223,17,115,34
511,45,116,31
565,38,123,22
510,14,192,55
203,34,446,7
341,31,470,35
288,21,480,18
704,7,441,41
409,7,173,49
428,25,207,15
372,41,219,14
23,7,456,22
36,59,504,16
617,27,583,31
374,28,545,24
352,62,621,28
757,7,694,41
472,55,1,52
242,14,4,48
728,10,6,38
616,31,12,26
8,18,13,21
84,49,16,0
119,56,21,14
496,7,24,31
247,21,26,31
639,55,28,68
549,28,32,35
485,20,33,16
530,14,34,31
710,25,35,36
30,14,37,51
112,45,39,17
347,9,41,14
278,17,42,19
631,41,43,7
509,30,46,28
533,48,48,6
544,13,53,40
319,32,56,42
338,19,58,13
606,14,59,34
104,40,66,34
132,20,71,35
707,28,74,31
375,7,75,26
304,0,77,52
465,26,78,27
310,15,81,14
644,41,82,17
602,40,88,17
227,14,91,59
557,16,93,38
675,47,97,40
327,42,99,21
751,23,107,17
556,35,109,29
133,20,117,13
518,0,124,34
95,79,125,3
96,47,127,14
336,3,131,35
653,24,134,30
384,31,135,27
217,10,136,49
283,7,141,56
120,33,142,47
641,14,144,23
722,26,145,10
38,14,151,24
667,7,152,25
137,63,155,6
226,21,157,49
479,21,158,0
113,53,159,35
130,7,161,42
594,48,163,62
534,0,168,13
274,6,170,18
422,34,172,20
622,40,174,28
437,13,169,44
478,13,177,42
578,31,178,27
381,13,180,27
698,24,183,14
87,19,184,30
462,30,186,33
268,34,187,7
290,73,188,42
546,23,190,85
731,16,194,37
79,14,202,28
272,42,204,20
369,7,205,38
249,35,206,17
147,0,208,28
72,13,209,28
488,49,213,37
106,3,215,34
313,7,216,45
122,8,220,52
411,0,221,41
199,21,222,83
70,39,224,36
550,3,229,31
605,41,230,28
185,0,233,30
64,0,236,21
455,24,240,26
383,10,243,35
326,7,248,55
25,42,250,22
649,27,252,21
387,32,254,47
671,21,255,24
358,7,257,21
128,45,258,27
743,24,259,14
373,38,260,0
632,36,266,41
700,10,270,28
329,0,275,42
637,20,276,24
47,38,279,27
69,28,280,49
459,48,284,23
570,25,285,23
51,20,289,30
364,38,292,16
294,3,293,42
735,24,295,7
110,21,300,56
164,55,301,17
176,21,305,42
491,37,307,21
699,18,309,28
514,3,311,49
460,39,312,36
527,43,314,7
167,35,316,21
486,16,317,45
385,23,320,19
171,24,325,6
62,52,324,37
225,7,330,10
63,7,331,30
214,5,332,14
741,20,333,38
467,45,335,0
298,7,337,55
339,23,340,33
498,25,342,0
239,35,343,49
121,14,344,48
449,20,321,43
198,28,345,31
197,44,346,38
575,24,349,53
380,22,350,30
299,13,322,34
318,41,354,28
269,49,355,14
608,37,357,28
18,31,362,20
536,34,363,6
238,20,366,17
567,21,367,28
432,0,368,62
40,63,370,0
721,15,378,16
19,13,386,16
218,10,388,38
191,21,389,17
111,14,390,51
211,30,392,28
246,18,393,37
720,29,398,0
561,38,399,24
538,26,400,14
652,20,401,24
57,45,402,17
291,28,404,58
153,41,405,18
750,31,406,34
251,28,407,33
755,13,410,38
574,14,412,27
7,35,413,16
193,21,414,61
568,38,415,10
420,51,417,14
60,10,419,16
54,17,356,10
702,22,421,29
86,24,424,27
425,10,426,35
195,35,427,23
377,27,429,55
683,17,430,13
315,3,431,14
228,19,438,35
418,28,439,22
154,24,443,28
758,17,444,52
287,17,445,13
273,28,448,39
143,54,452,14
451,31,453,32
692,22,454,42
436,45,463,10
713,21,464,38
196,44,466,50
396,42,468,24
68,20,469,41
423,20,474,14
22,47,475,41
548,35,476,51
286,9,477,7
447,10,483,39
521,49,487,42
657,3,490,48
351,17,493,59
31,15,494,19
114,30,495,27
200,13,497,27
689,26,499,44
150,34,501,23
92,14,505,17
182,28,506,24
507,39,512,42
435,28,513,30
529,23,515,20
80,0,519,29
129,38,522,20
376,7,523,64
45,10,525,44
9,35,528,7
457,0,531,34
108,27,535,14
101,20,537,21
15,33,524,17
277,14,540,52
686,14,551,42
481,14,552,20
94,40,558,45
516,35,559,66
503,38,543,45
708,21,562,17
212,33,564,53
234,24,566,20
403,21,571,42
241,24,573,9
714,49,576,52
181,28,577,56
473,17,579,48
442,14,581,33
681,7,582,45
542,22,584,30
560,0,585,56
262,63,586,7
541,23,589,28
379,17,592,24
601,35,593,21
61,35,595,21
103,48,596,14
627,6,599,37
14,6,603,13
482,0,604,52
353,46,607,40
673,17,609,57
44,3,611,46
717,24,613,30
701,15,615,30
303,41,620,7
569,7,623,68
547,31,626,28
29,41,624,38
618,0,628,38
691,24,629,45
297,26,630,40
666,7,633,41
517,0,634,67
348,49,635,18
371,56,636,21
27,34,640,49
232,14,642,19
610,32,643,30
166,17,645,20
359,3,646,45
600,28,647,35
73,37,648,31
361,3,654,35
588,21,656,66
10,18,659,28
587,35,660,52
665,21,661,42
263,48,662,41
201,14,663,47
210,28,664,50
726,13,676,28
597,27,677,20
724,37,678,24
244,42,679,17
83,19,680,20
489,30,682,34
532,14,668,65
598,7,670,26
11,13,672,50
55,13,674,59
265,35,685,32
394,24,687,47
334,21,688,26
658,10,690,24
484,35,693,29
149,0,697,38
253,13,703,65
282,14,705,59
619,48,709,27
408,20,711,14
231,7,715,43
572,36,718,28
416,28,719,45
760,21,723,38
235,14,725,44
471,20,727,34
461,21,729,70
734,7,730,55
118,41,732,20
2,25,733,56
712,7,736,28
306,6,737,60
739,60,738,0
140,42,742,12
179,23,744,12
49,41,746,7
563,7,749,56
5,10,752,54
17,40,756,49
245,31,695,28
33,45,13,43
275,40,129,16
208,21,721,20
583,13,36,35
386,22,61,41
740,40,207,7
226,14,215,0
528,21,264,51
450,7,310,16
53,38,530,10
745,0,539,31
384,16,545,20
28,32,641,28
30,20,681,34
224,21,2,16
517,41,7,20
273,28,9,45
354,3,12,17
535,55,16,27
504,0,19,3
388,45,24,10
82,23,25,26
266,28,26,47
638,3,29,42
32,31,31,38
213,3,35,35
634,29,37,16
102,14,39,41
405,3,40,56
648,55,41,27
738,17,42,30
324,54,44,17
254,30,45,28
192,14,51,41
456,16,54,13
711,17,57,45
3,28,59,35
393,14,60,24
65,26,63,9
152,21,66,13
630,31,68,24
178,14,70,20
343,62,72,23
437,6,73,16
394,41,78,21
749,34,79,7
396,38,80,3
661,17,83,14
85,35,86,27
156,24,87,16
15,34,90,10
742,28,92,24
633,43,94,50
399,0,95,61
518,31,96,14
712,23,100,35
737,19,104,14
554,49,106,19
103,20,107,40
480,10,109,24
77,35,110,44
372,30,111,24
88,0,112,33
746,34,113,21
665,21,114,44
58,42,117,6
47,27,118,17
733,24,120,15
290,55,125,0
401,16,126,35
719,28,127,35
715,28,128,42
239,35,130,7
575,0,134,59
108,37,135,35
347,10,137,45
142,41,143,40
472,21,144,47
578,10,145,37
600,13,146,9
678,21,147,15
274,57,148,28
568,0,149,41
478,7,150,9
18,31,151,28
406,52,153,49
689,10,154,13
327,55,155,13
601,31,157,24
161,14,160,17
23,3,162,42
699,14,163,36
179,61,164,34
448,21,165,22
316,7,166,41
345,12,167,38
227,41,170,6
620,31,176,24
433,87,180,14
378,16,181,28
570,20,182,41
168,20,184,34
21,31,185,14
725,31,189,34
592,23,190,33
622,49,194,10
140,20,195,7
474,30,196,34
718,51,197,54
431,30,199,35
468,10,200,42
210,3,201,26
417,21,203,49
604,38,204,0
159,13,206,59
314,6,209,31
258,20,212,42
669,68,214,7
469,0,216,32
116,20,223,34
133,31,225,37
679,12,228,34
590,7,231,24
124,21,232,14
71,27,234,30
642,31,235,24
351,21,241,23
687,7,243,38
305,41,244,35
123,28,245,35
49,44,246,15
475,24,248,50
46,7,249,61
233,6,250,21
295,40,251,37
56,72,252,17
105,55,253,0
38,13,255,35
538,31,260,13
581,14,262,35
84,38,263,35
301,34,265,44
489,14,267,45
442,23,268,62
317,7,271,45
296,3,272,23
1,24,276,27
259,34,277,7
55,21,280,65
729,34,284,10
358,45,285,35
191,24,286,21
464,34,287,7
466,23,293,21
247,35,297,14
198,7,298,41
136,26,299,27
50,10,302,17
429,21,303,29
218,7,308,63
422,7,312,27
453,42,313,62
690,20,315,7
173,49,318,14
606,50,319,3
739,48,323,42
11,38,328,40
555,44,329,31
330,46,331,44
658,3,335,31
515,21,336,17
367,42,338,39
523,40,339,14
594,24,342,19
572,59,346,23
636,28,348,58
573,23,350,28
220,20,352,63
412,20,322,23
735,10,357,17
484,49,361,21
533,7,364,45
5,65,368,38
158,32,369,0
344,27,371,66
202,36,373,43
360,42,374,35
219,13,375,21
673,23,376,13
438,42,377,13
635,6,379,63
613,31,380,28
591,20,381,27
307,7,382,43
631,27,383,34
188,34,385,31
728,31,389,24
141,28,390,45
677,21,403,23
571,41,408,14
6,48,410,43
717,38,411,13
240,28,414,27
598,38,415,14
654,44,416,20
115,38,420,34
524,31,356,10
532,0,421,28
732,0,424,55
101,14,425,28
537,12,426,48
340,6,430,56
682,28,434,21
365,0,436,56
98,34,440,16
499,32,444,35
702,38,445,28
89,14,447,38
595,21,449,52
288,28,455,35
684,19,458,44
300,28,459,56
596,7,461,65
496,22,462,49
576,44,465,47
454,29,467,28
452,3,471,73
558,42,473,28
183,13,477,24
407,0,479,17
211,27,481,26
694,40,482,17
391,36,483,28
446,14,441,52
175,54,486,7
506,45,487,22
392,17,488,10
754,33,492,7
490,45,493,24
543,42,494,22
512,38,495,45
283,7,500,37
549,28,503,48
628,27,507,34
334,49,508,28
419,21,509,17
67,24,510,21
470,37,511,38
325,31,520,35
387,16,525,34
237,22,526,31
62,34,529,10
306,55,536,19
451,28,540,37
366,6,551,31
428,20,553,40
680,34,559,17
291,27,542,24
320,22,561,44
69,21,562,16
664,38,563,19
463,31,564,13
693,13,565,64
132,17,566,41
221,40,567,0
279,56,569,24
337,14,544,29
186,15,574,20
93,38,577,31
10,24,580,2
439,17,584,50
653,37,585,31
187,23,586,6
427,20,587,24
8,6,588,64
435,0,593,32
402,45,597,12
607,0,602,44
205,6,608,47
99,10,609,62
236,21,610,28
582,10,612,27
309,12,614,43
333,13,616,24
321,51,617,20
531,14,618,42
27,30,619,27
261,61,546,24
292,37,547,41
370,23,548,
